season,date,home_team,home_final,away_final,away_team,penalties
2006,2006-04-02,Chivas USA,3,0,Real Salt Lake,0
2006,2006-04-02,Houston Dynamo,5,2,Colorado Rapids,0
2006,2006-04-02,DC United,2,2,New York Red Bulls,0
2006,2006-04-08,Colorado Rapids,3,1,Columbus Crew,0
2006,2006-04-08,FC Dallas,2,1,Real Salt Lake,0
2006,2006-04-08,Houston Dynamo,1,2,Sporting Kansas City,0
2006,2006-04-08,Los Angeles Galaxy,1,1,Chicago Fire,0
2006,2006-04-08,New York Red Bulls,0,0,New England Revolution,0
2006,2006-04-08,DC United,2,0,Chivas USA,0
2006,2006-04-15,Chivas USA,1,2,Los Angeles Galaxy,0
2006,2006-04-15,Colorado Rapids,2,2,FC Dallas,0
2006,2006-04-15,DC United,2,0,Houston Dynamo,0
2006,2006-04-15,Real Salt Lake,1,1,New York Red Bulls,0
2006,2006-04-15,Sporting Kansas City,1,0,New England Revolution,0
2006,2006-04-15,Columbus Crew,1,1,Chicago Fire,0
2006,2006-04-22,Houston Dynamo,2,1,Real Salt Lake,0
2006,2006-04-22,Los Angeles Galaxy,0,1,Columbus Crew,0
2006,2006-04-22,New York Red Bulls,1,4,DC United,0
2006,2006-04-23,FC Dallas,2,1,Sporting Kansas City,0
2006,2006-04-29,Chivas USA,0,0,New York Red Bulls,0
2006,2006-04-29,Colorado Rapids,0,1,Houston Dynamo,0
2006,2006-04-29,Columbus Crew,0,1,Sporting Kansas City,0
2006,2006-04-29,DC United,1,1,FC Dallas,0
2006,2006-04-29,Real Salt Lake,2,3,Los Angeles Galaxy,0
2006,2006-04-30,New England Revolution,1,2,Chicago Fire,0
2006,2006-05-06,Colorado Rapids,2,1,DC United,0
2006,2006-05-06,Houston Dynamo,4,3,FC Dallas,0
2006,2006-05-06,Real Salt Lake,0,1,Columbus Crew,0
2006,2006-05-06,Sporting Kansas City,1,1,Chicago Fire,0
2006,2006-05-06,New England Revolution,4,0,Los Angeles Galaxy,0
2006,2006-05-10,FC Dallas,1,0,Los Angeles Galaxy,0
2006,2006-05-13,Columbus Crew,1,0,Colorado Rapids,0
2006,2006-05-13,DC United,2,1,Sporting Kansas City,0
2006,2006-05-13,Los Angeles Galaxy,0,3,Real Salt Lake,0
2006,2006-05-13,New England Revolution,3,1,Chivas USA,0
2006,2006-05-13,New York Red Bulls,1,1,Chicago Fire,0
2006,2006-05-13,FC Dallas,1,1,Houston Dynamo,0
2006,2006-05-20,Columbus Crew,1,1,DC United,0
2006,2006-05-20,FC Dallas,4,0,New England Revolution,0
2006,2006-05-20,Los Angeles Galaxy,0,1,Colorado Rapids,0
2006,2006-05-20,New York Red Bulls,5,4,Chivas USA,0
2006,2006-05-20,Real Salt Lake,2,1,Sporting Kansas City,0
2006,2006-05-20,Houston Dynamo,0,1,Chicago Fire,0
2006,2006-05-24,New York Red Bulls,1,2,FC Dallas,0
2006,2006-05-27,Chivas USA,1,0,Chicago Fire,0
2006,2006-05-27,New England Revolution,1,1,Houston Dynamo,0
2006,2006-05-27,Sporting Kansas City,1,3,DC United,0
2006,2006-05-27,Real Salt Lake,2,2,Colorado Rapids,0
2006,2006-05-31,Colorado Rapids,1,0,Los Angeles Galaxy,0
2006,2006-05-31,DC United,5,1,Columbus Crew,0
2006,2006-06-03,Chivas USA,4,1,Colorado Rapids,0
2006,2006-06-03,DC United,1,0,New England Revolution,0
2006,2006-06-03,FC Dallas,1,2,Columbus Crew,0
2006,2006-06-03,Houston Dynamo,2,1,Los Angeles Galaxy,0
2006,2006-06-03,Real Salt Lake,3,1,Chicago Fire,0
2006,2006-06-03,Sporting Kansas City,1,1,New York Red Bulls,0
2006,2006-06-08,Los Angeles Galaxy,1,2,Chivas USA,0
2006,2006-06-09,Colorado Rapids,1,0,Real Salt Lake,0
2006,2006-06-10,Chicago Fire,3,3,New England Revolution,0
2006,2006-06-10,Columbus Crew,0,1,Sporting Kansas City,0
2006,2006-06-10,FC Dallas,2,1,Chivas USA,0
2006,2006-06-10,Los Angeles Galaxy,1,1,DC United,0
2006,2006-06-10,New York Red Bulls,1,1,Houston Dynamo,0
2006,2006-06-17,Houston Dynamo,2,1,Real Salt Lake,0
2006,2006-06-17,New England Revolution,1,1,DC United,0
2006,2006-06-17,New York Red Bulls,2,1,Los Angeles Galaxy,0
2006,2006-06-17,Sporting Kansas City,3,2,Chicago Fire,0
2006,2006-06-18,Chivas USA,2,0,Columbus Crew,0
2006,2006-06-21,Colorado Rapids,1,1,Chivas USA,0
2006,2006-06-21,Columbus Crew,1,1,New England Revolution,0
2006,2006-06-21,DC United,1,0,Chicago Fire,0
2006,2006-06-24,Columbus Crew,1,1,Chivas USA,0
2006,2006-06-24,DC United,1,0,Sporting Kansas City,0
2006,2006-06-24,FC Dallas,1,0,Colorado Rapids,0
2006,2006-06-24,Los Angeles Galaxy,0,0,Houston Dynamo,0
2006,2006-06-24,Real Salt Lake,0,0,New England Revolution,0
2006,2006-06-25,Chicago Fire,2,0,New York Red Bulls,0
2006,2006-06-28,Chicago Fire,2,1,Real Salt Lake,0
2006,2006-06-28,Chivas USA,1,1,Houston Dynamo,0
2006,2006-06-28,New England Revolution,1,0,FC Dallas,0
2006,2006-06-28,New York Red Bulls,0,0,Columbus Crew,0
2006,2006-06-28,Sporting Kansas City,2,3,DC United,0
2006,2006-07-01,Chivas USA,3,0,FC Dallas,0
2006,2006-07-01,New England Revolution,3,2,New York Red Bulls,0
2006,2006-07-01,Sporting Kansas City,0,2,Los Angeles Galaxy,0
2006,2006-07-04,Chicago Fire,1,0,Sporting Kansas City,0
2006,2006-07-04,Colorado Rapids,3,2,New England Revolution,0
2006,2006-07-04,FC Dallas,0,1,DC United,0
2006,2006-07-04,Houston Dynamo,1,1,Columbus Crew,0
2006,2006-07-04,Los Angeles Galaxy,1,0,New York Red Bulls,0
2006,2006-07-04,Real Salt Lake,0,0,Chivas USA,0
2006,2006-07-08,Chicago Fire,1,2,New England Revolution,0
2006,2006-07-08,Colorado Rapids,1,0,Sporting Kansas City,0
2006,2006-07-08,Columbus Crew,0,1,DC United,0
2006,2006-07-08,FC Dallas,2,1,New York Red Bulls,0
2006,2006-07-08,Los Angeles Galaxy,2,0,Real Salt Lake,0
2006,2006-07-08,Houston Dynamo,3,1,Chivas USA,0
2006,2006-07-14,New England Revolution,1,3,Real Salt Lake,0
2006,2006-07-14,New York Red Bulls,1,0,Colorado Rapids,0
2006,2006-07-15,Chivas USA,0,0,Los Angeles Galaxy,0
2006,2006-07-15,DC United,3,2,Columbus Crew,0
2006,2006-07-15,Sporting Kansas City,2,3,Houston Dynamo,0
2006,2006-07-15,Chicago Fire,2,3,FC Dallas,0
2006,2006-07-19,Columbus Crew,0,2,New York Red Bulls,0
2006,2006-07-20,Colorado Rapids,3,3,Chivas USA,0
2006,2006-07-22,Chicago Fire,1,1,DC United,0
2006,2006-07-22,Columbus Crew,1,1,Los Angeles Galaxy,0
2006,2006-07-22,Houston Dynamo,1,1,New England Revolution,0
2006,2006-07-22,New York Red Bulls,1,0,Sporting Kansas City,0
2006,2006-07-22,Real Salt Lake,0,1,FC Dallas,0
2006,2006-07-26,Colorado Rapids,1,0,Houston Dynamo,0
2006,2006-07-26,Real Salt Lake,3,3,Chivas USA,0
2006,2006-07-29,Chicago Fire,0,0,Columbus Crew,0
2006,2006-07-29,FC Dallas,4,1,Colorado Rapids,0
2006,2006-07-29,Houston Dynamo,1,1,New York Red Bulls,0
2006,2006-07-29,Real Salt Lake,2,1,DC United,0
2006,2006-07-29,Sporting Kansas City,1,1,New England Revolution,0
2006,2006-08-06,Chivas USA,1,1,New England Revolution,0
2006,2006-08-09,Colorado Rapids,1,4,Real Salt Lake,0
2006,2006-08-09,Houston Dynamo,0,1,Los Angeles Galaxy,0
2006,2006-08-09,New England Revolution,0,0,Sporting Kansas City,0
2006,2006-08-12,Chicago Fire,1,2,Chivas USA,0
2006,2006-08-12,Colorado Rapids,1,0,Los Angeles Galaxy,0
2006,2006-08-12,Houston Dynamo,1,0,FC Dallas,0
2006,2006-08-12,Sporting Kansas City,4,0,Columbus Crew,0
2006,2006-08-16,Chicago Fire,3,0,Sporting Kansas City,0
2006,2006-08-16,Columbus Crew,1,2,Real Salt Lake,0
2006,2006-08-16,New York Red Bulls,0,0,DC United,0
2006,2006-08-19,Chivas USA,1,1,Sporting Kansas City,0
2006,2006-08-19,Columbus Crew,1,0,New York Red Bulls,0
2006,2006-08-19,Real Salt Lake,3,1,Houston Dynamo,0
2006,2006-08-19,DC United,1,1,Colorado Rapids,0
2006,2006-08-20,Los Angeles Galaxy,2,0,FC Dallas,0
2006,2006-08-20,New England Revolution,0,1,Chicago Fire,0
2006,2006-08-26,Chicago Fire,1,0,Colorado Rapids,0
2006,2006-08-26,Chivas USA,3,2,Houston Dynamo,0
2006,2006-08-26,DC United,2,5,Los Angeles Galaxy,0
2006,2006-08-26,New York Red Bulls,6,0,Real Salt Lake,0
2006,2006-08-27,New England Revolution,1,0,Columbus Crew,0
2006,2006-08-27,Sporting Kansas City,1,0,FC Dallas,0
2006,2006-08-30,Chicago Fire,2,2,Houston Dynamo,0
2006,2006-08-30,Colorado Rapids,0,2,FC Dallas,0
2006,2006-08-30,Real Salt Lake,1,0,Los Angeles Galaxy,0
2006,2006-08-30,Sporting Kansas City,2,2,New York Red Bulls,0
2006,2006-09-02,Columbus Crew,3,0,New England Revolution,0
2006,2006-09-02,FC Dallas,1,0,Houston Dynamo,0
2006,2006-09-02,Los Angeles Galaxy,2,1,Sporting Kansas City,0
2006,2006-09-02,Real Salt Lake,0,1,Colorado Rapids,0
2006,2006-09-03,Chicago Fire,2,1,New York Red Bulls,0
2006,2006-09-03,Chivas USA,1,2,DC United,0
2006,2006-09-09,Chivas USA,1,1,FC Dallas,0
2006,2006-09-09,Columbus Crew,1,2,Chicago Fire,0
2006,2006-09-09,DC United,1,1,Real Salt Lake,0
2006,2006-09-09,New England Revolution,1,0,New York Red Bulls,0
2006,2006-09-09,Sporting Kansas City,4,1,Colorado Rapids,0
2006,2006-09-10,Los Angeles Galaxy,1,2,Houston Dynamo,0
2006,2006-09-13,Colorado Rapids,1,0,Chicago Fire,0
2006,2006-09-13,FC Dallas,0,1,Chivas USA,0
2006,2006-09-13,New England Revolution,1,1,DC United,0
2006,2006-09-16,Los Angeles Galaxy,0,0,Colorado Rapids,0
2006,2006-09-16,New York Red Bulls,1,0,Columbus Crew,0
2006,2006-09-16,Real Salt Lake,3,2,FC Dallas,0
2006,2006-09-17,Houston Dynamo,0,0,Chivas USA,0
2006,2006-09-17,Chicago Fire,1,0,DC United,0
2006,2006-09-20,New York Red Bulls,0,2,New England Revolution,0
2006,2006-09-23,Chicago Fire,2,1,Los Angeles Galaxy,0
2006,2006-09-23,Chivas USA,1,0,Colorado Rapids,0
2006,2006-09-23,Columbus Crew,1,1,Houston Dynamo,0
2006,2006-09-23,DC United,4,3,New York Red Bulls,0
2006,2006-09-23,FC Dallas,2,1,Real Salt Lake,0
2006,2006-09-23,New England Revolution,1,1,Sporting Kansas City,0
2006,2006-09-30,Columbus Crew,3,1,FC Dallas,0
2006,2006-09-30,Houston Dynamo,1,0,DC United,0
2006,2006-09-30,Los Angeles Galaxy,3,0,Chivas USA,0
2006,2006-09-30,New England Revolution,3,1,Colorado Rapids,0
2006,2006-09-30,New York Red Bulls,1,0,Chicago Fire,0
2006,2006-09-30,Sporting Kansas City,3,3,Real Salt Lake,0
2006,2006-10-07,Chicago Fire,1,4,Columbus Crew,0
2006,2006-10-07,Colorado Rapids,1,1,New York Red Bulls,0
2006,2006-10-07,DC United,1,2,New England Revolution,0
2006,2006-10-07,FC Dallas,2,1,Los Angeles Galaxy,0
2006,2006-10-07,Real Salt Lake,1,1,Houston Dynamo,0
2006,2006-10-07,Sporting Kansas City,2,1,Chivas USA,0
2006,2006-10-14,Houston Dynamo,3,3,Colorado Rapids,0
2006,2006-10-14,Los Angeles Galaxy,5,2,FC Dallas,0
2006,2006-10-14,New England Revolution,1,0,Columbus Crew,0
2006,2006-10-14,New York Red Bulls,3,2,Sporting Kansas City,0
2006,2006-10-15,Chivas USA,1,1,Real Salt Lake,0
2006,2006-10-15,DC United,2,3,Chicago Fire,0
2006,2006-10-21,Colorado Rapids,1,2,FC Dallas,0
2006,2006-10-21,New York Red Bulls,0,1,DC United,0
2006,2006-10-22,Chivas USA,2,1,Houston Dynamo,0
2006,2006-10-22,Chicago Fire,1,0,New England Revolution,0
2006,2006-10-28,FC Dallas,1,2,Colorado Rapids,0
2006,2006-10-28,New England Revolution,2,1,Chicago Fire,0
2006,2006-10-29,DC United,1,1,New York Red Bulls,0
2006,2006-10-29,Houston Dynamo,2,0,Chivas USA,0
2006,2006-11-05,Houston Dynamo,3,1,Colorado Rapids,0
2006,2006-11-05,DC United,0,1,New England Revolution,0
2006,2006-11-12,Houston Dynamo,2,1,New England Revolution,1
2007,2007-04-07,Chicago Fire,1,0,New England Revolution,0
2007,2007-04-07,Chivas USA,2,0,Toronto FC,0
2007,2007-04-07,Columbus Crew,0,0,New York Red Bulls,0
2007,2007-04-07,Real Salt Lake,2,2,FC Dallas,0
2007,2007-04-07,Colorado Rapids,2,1,DC United,0
2007,2007-04-08,Houston Dynamo,0,0,Los Angeles Galaxy,0
2007,2007-04-12,Los Angeles Galaxy,1,2,FC Dallas,0
2007,2007-04-14,DC United,2,4,Sporting Kansas City,0
2007,2007-04-14,Houston Dynamo,1,0,Chivas USA,0
2007,2007-04-14,New England Revolution,4,0,Toronto FC,0
2007,2007-04-14,Real Salt Lake,0,0,Columbus Crew,0
2007,2007-04-15,Colorado Rapids,1,1,Chicago Fire,0
2007,2007-04-15,New York Red Bulls,3,0,FC Dallas,0
2007,2007-04-19,Columbus Crew,2,2,New England Revolution,0
2007,2007-04-21,Chicago Fire,2,1,Sporting Kansas City,0
2007,2007-04-21,Chivas USA,4,0,Real Salt Lake,0
2007,2007-04-21,New York Red Bulls,1,0,Houston Dynamo,0
2007,2007-04-22,FC Dallas,3,1,Colorado Rapids,0
2007,2007-04-25,Sporting Kansas City,3,0,Toronto FC,0
2007,2007-04-26,FC Dallas,0,1,New York Red Bulls,0
2007,2007-04-28,Columbus Crew,1,0,DC United,0
2007,2007-04-28,Los Angeles Galaxy,3,1,Chivas USA,0
2007,2007-04-28,Toronto FC,0,1,Sporting Kansas City,0
2007,2007-04-29,Houston Dynamo,0,1,Chicago Fire,0
2007,2007-04-29,FC Dallas,0,1,New England Revolution,0
2007,2007-04-30,Real Salt Lake,0,2,Colorado Rapids,0
2007,2007-05-03,DC United,1,1,New England Revolution,0
2007,2007-05-05,Colorado Rapids,1,3,Houston Dynamo,0
2007,2007-05-05,Real Salt Lake,3,3,New York Red Bulls,0
2007,2007-05-05,Sporting Kansas City,1,0,Columbus Crew,0
2007,2007-05-06,New England Revolution,3,1,Chicago Fire,0
2007,2007-05-06,DC United,2,1,Chivas USA,0
2007,2007-05-10,Colorado Rapids,1,1,Real Salt Lake,0
2007,2007-05-12,Columbus Crew,1,1,Chivas USA,0
2007,2007-05-12,Los Angeles Galaxy,2,3,New England Revolution,0
2007,2007-05-12,Sporting Kansas City,1,2,FC Dallas,0
2007,2007-05-12,Toronto FC,3,1,Chicago Fire,0
2007,2007-05-13,New York Red Bulls,0,1,Colorado Rapids,0
2007,2007-05-16,Toronto FC,1,0,Houston Dynamo,0
2007,2007-05-17,Chicago Fire,1,2,FC Dallas,0
2007,2007-05-19,Colorado Rapids,1,1,Sporting Kansas City,0
2007,2007-05-19,Houston Dynamo,0,1,New England Revolution,0
2007,2007-05-19,New York Red Bulls,4,0,Columbus Crew,0
2007,2007-05-19,Toronto FC,1,2,DC United,0
2007,2007-05-20,FC Dallas,2,1,Real Salt Lake,0
2007,2007-05-20,Chivas USA,1,1,Los Angeles Galaxy,0
2007,2007-05-24,New York Red Bulls,3,0,Chicago Fire,0
2007,2007-05-26,Chivas USA,2,0,FC Dallas,0
2007,2007-05-26,Colorado Rapids,1,0,Los Angeles Galaxy,0
2007,2007-05-26,Columbus Crew,2,2,Toronto FC,0
2007,2007-05-26,DC United,2,1,Houston Dynamo,0
2007,2007-05-26,New England Revolution,3,4,Sporting Kansas City,0
2007,2007-05-27,Chicago Fire,0,0,Real Salt Lake,0
2007,2007-06-02,Los Angeles Galaxy,0,0,DC United,0
2007,2007-06-02,New England Revolution,0,0,Real Salt Lake,0
2007,2007-06-02,Sporting Kansas City,3,2,New York Red Bulls,0
2007,2007-06-02,Toronto FC,2,1,Colorado Rapids,0
2007,2007-06-03,Chicago Fire,3,2,Columbus Crew,0
2007,2007-06-03,Houston Dynamo,2,1,FC Dallas,0
2007,2007-06-06,Toronto FC,1,2,New York Red Bulls,0
2007,2007-06-07,Houston Dynamo,2,1,Colorado Rapids,0
2007,2007-06-09,Chicago Fire,0,1,Chivas USA,0
2007,2007-06-09,FC Dallas,3,1,Los Angeles Galaxy,0
2007,2007-06-10,Columbus Crew,1,2,Houston Dynamo,0
2007,2007-06-10,DC United,4,2,New York Red Bulls,0
2007,2007-06-14,Real Salt Lake,0,1,FC Dallas,0
2007,2007-06-16,Chivas USA,2,0,Colorado Rapids,0
2007,2007-06-16,DC United,3,1,Chicago Fire,0
2007,2007-06-16,New England Revolution,3,3,Columbus Crew,0
2007,2007-06-16,New York Red Bulls,3,3,Sporting Kansas City,0
2007,2007-06-17,Los Angeles Galaxy,3,2,Real Salt Lake,0
2007,2007-06-17,Toronto FC,4,0,FC Dallas,0
2007,2007-06-20,Columbus Crew,2,1,Sporting Kansas City,0
2007,2007-06-21,Houston Dynamo,4,0,Chivas USA,0
2007,2007-06-23,Colorado Rapids,0,1,FC Dallas,0
2007,2007-06-23,Los Angeles Galaxy,2,3,Columbus Crew,0
2007,2007-06-23,New England Revolution,3,0,Toronto FC,0
2007,2007-06-23,Real Salt Lake,2,1,DC United,0
2007,2007-06-24,Sporting Kansas City,0,1,Houston Dynamo,0
2007,2007-06-28,DC United,4,1,Colorado Rapids,0
2007,2007-06-30,Chivas USA,2,0,New England Revolution,0
2007,2007-06-30,Columbus Crew,1,0,New York Red Bulls,0
2007,2007-06-30,FC Dallas,0,0,Houston Dynamo,0
2007,2007-07-01,Chicago Fire,0,0,Colorado Rapids,0
2007,2007-07-01,Sporting Kansas City,1,1,Toronto FC,0
2007,2007-07-04,Colorado Rapids,0,0,Columbus Crew,0
2007,2007-07-04,FC Dallas,2,0,Chivas USA,0
2007,2007-07-04,Los Angeles Galaxy,2,0,Chicago Fire,0
2007,2007-07-04,Real Salt Lake,1,2,Toronto FC,0
2007,2007-07-04,Sporting Kansas City,0,1,DC United,0
2007,2007-07-05,Houston Dynamo,4,0,New York Red Bulls,0
2007,2007-07-07,Chicago Fire,1,1,Toronto FC,0
2007,2007-07-07,Columbus Crew,2,0,Real Salt Lake,0
2007,2007-07-07,Los Angeles Galaxy,2,2,Sporting Kansas City,0
2007,2007-07-07,New England Revolution,1,1,Chivas USA,0
2007,2007-07-08,Colorado Rapids,0,1,New York Red Bulls,0
2007,2007-07-08,Houston Dynamo,1,0,DC United,0
2007,2007-07-12,Chicago Fire,0,4,Houston Dynamo,0
2007,2007-07-14,Chivas USA,2,1,Columbus Crew,0
2007,2007-07-14,DC United,3,3,FC Dallas,0
2007,2007-07-14,New York Red Bulls,0,1,New England Revolution,0
2007,2007-07-14,Sporting Kansas City,1,0,Real Salt Lake,0
2007,2007-07-15,Houston Dynamo,0,0,Toronto FC,0
2007,2007-07-22,Sporting Kansas City,2,2,Colorado Rapids,0
2007,2007-07-22,Columbus Crew,2,0,Toronto FC,0
2007,2007-07-22,New York Red Bulls,1,0,DC United,0
2007,2007-07-22,New England Revolution,3,3,Houston Dynamo,0
2007,2007-07-26,New York Red Bulls,0,2,Chivas USA,0
2007,2007-07-28,Real Salt Lake,1,2,New England Revolution,0
2007,2007-07-29,Sporting Kansas City,3,2,Chivas USA,0
2007,2007-07-29,Toronto FC,0,3,Chicago Fire,0
2007,2007-08-02,New England Revolution,2,0,Sporting Kansas City,0
2007,2007-08-04,Chicago Fire,0,0,Columbus Crew,0
2007,2007-08-04,FC Dallas,1,0,Colorado Rapids,0
2007,2007-08-04,Real Salt Lake,1,0,Houston Dynamo,0
2007,2007-08-05,Toronto FC,0,0,Los Angeles Galaxy,0
2007,2007-08-05,New England Revolution,0,3,DC United,0
2007,2007-08-09,DC United,1,0,Los Angeles Galaxy,0
2007,2007-08-11,Colorado Rapids,1,0,Houston Dynamo,0
2007,2007-08-11,FC Dallas,3,2,Columbus Crew,0
2007,2007-08-12,New England Revolution,1,0,Los Angeles Galaxy,0
2007,2007-08-12,New York Red Bulls,3,0,Toronto FC,0
2007,2007-08-16,Colorado Rapids,3,0,New England Revolution,0
2007,2007-08-18,Columbus Crew,0,2,DC United,0
2007,2007-08-18,New York Red Bulls,5,4,Los Angeles Galaxy,0
2007,2007-08-18,Real Salt Lake,0,2,Chicago Fire,0
2007,2007-08-18,Toronto FC,0,2,Chivas USA,0
2007,2007-08-19,Houston Dynamo,1,0,FC Dallas,0
2007,2007-08-19,Sporting Kansas City,0,1,New England Revolution,0
2007,2007-08-22,DC United,3,1,New York Red Bulls,0
2007,2007-08-22,Sporting Kansas City,3,2,Chicago Fire,0
2007,2007-08-23,Los Angeles Galaxy,0,3,Chivas USA,0
2007,2007-08-25,Chicago Fire,2,0,Sporting Kansas City,0
2007,2007-08-25,Houston Dynamo,1,1,Columbus Crew,0
2007,2007-08-25,New England Revolution,2,1,New York Red Bulls,0
2007,2007-08-25,Toronto FC,0,1,DC United,0
2007,2007-08-26,Chivas USA,1,0,Real Salt Lake,0
2007,2007-08-26,Colorado Rapids,3,0,Los Angeles Galaxy,0
2007,2007-08-29,Real Salt Lake,3,1,Sporting Kansas City,0
2007,2007-09-01,FC Dallas,0,4,DC United,0
2007,2007-09-01,Houston Dynamo,1,1,Sporting Kansas City,0
2007,2007-09-01,Los Angeles Galaxy,1,2,Real Salt Lake,0
2007,2007-09-01,New York Red Bulls,1,0,Chicago Fire,0
2007,2007-09-02,Columbus Crew,1,1,Colorado Rapids,0
2007,2007-09-06,Chivas USA,2,2,DC United,0
2007,2007-09-08,Columbus Crew,0,1,Chicago Fire,0
2007,2007-09-08,FC Dallas,2,0,Toronto FC,0
2007,2007-09-08,Houston Dynamo,4,3,Real Salt Lake,0
2007,2007-09-08,Los Angeles Galaxy,3,1,Colorado Rapids,0
2007,2007-09-09,Chivas USA,3,0,New York Red Bulls,0
2007,2007-09-09,DC United,4,2,New England Revolution,0
2007,2007-09-12,DC United,2,1,Real Salt Lake,0
2007,2007-09-13,Chivas USA,3,0,Los Angeles Galaxy,0
2007,2007-09-15,Chicago Fire,2,2,New York Red Bulls,0
2007,2007-09-15,New England Revolution,4,2,FC Dallas,0
2007,2007-09-15,Sporting Kansas City,3,2,Columbus Crew,0
2007,2007-09-15,Toronto FC,0,0,Real Salt Lake,0
2007,2007-09-16,Los Angeles Galaxy,1,3,Houston Dynamo,0
2007,2007-09-16,Colorado Rapids,1,1,Chivas USA,0
2007,2007-09-19,Real Salt Lake,2,2,Los Angeles Galaxy,0
2007,2007-09-20,FC Dallas,1,1,Chicago Fire,0
2007,2007-09-22,Chivas USA,2,1,Sporting Kansas City,0
2007,2007-09-22,New York Red Bulls,2,2,New England Revolution,0
2007,2007-09-22,Real Salt Lake,1,0,Colorado Rapids,0
2007,2007-09-22,Toronto FC,1,2,Columbus Crew,0
2007,2007-09-23,Los Angeles Galaxy,2,1,FC Dallas,0
2007,2007-09-23,Chicago Fire,1,1,DC United,0
2007,2007-09-27,Sporting Kansas City,0,1,Los Angeles Galaxy,0
2007,2007-09-29,Chivas USA,1,1,Chicago Fire,0
2007,2007-09-29,DC United,4,1,Toronto FC,0
2007,2007-09-29,New England Revolution,1,0,Colorado Rapids,0
2007,2007-09-29,New York Red Bulls,2,2,Real Salt Lake,0
2007,2007-09-30,Columbus Crew,1,2,Los Angeles Galaxy,0
2007,2007-09-30,FC Dallas,0,3,Houston Dynamo,0
2007,2007-10-04,Toronto FC,2,1,New York Red Bulls,0
2007,2007-10-05,Sporting Kansas City,1,1,DC United,0
2007,2007-10-06,Chicago Fire,2,1,New England Revolution,0
2007,2007-10-06,Columbus Crew,1,3,FC Dallas,0
2007,2007-10-06,Real Salt Lake,2,3,Chivas USA,0
2007,2007-10-07,Colorado Rapids,1,0,Toronto FC,0
2007,2007-10-07,Houston Dynamo,1,2,Los Angeles Galaxy,0
2007,2007-10-11,FC Dallas,0,0,Chivas USA,0
2007,2007-10-13,DC United,0,0,Chicago Fire,0
2007,2007-10-13,Los Angeles Galaxy,2,1,Toronto FC,0
2007,2007-10-13,New England Revolution,2,3,Columbus Crew,0
2007,2007-10-13,New York Red Bulls,2,1,Sporting Kansas City,0
2007,2007-10-14,Chivas USA,1,2,Colorado Rapids,0
2007,2007-10-15,Real Salt Lake,0,1,Houston Dynamo,0
2007,2007-10-18,Los Angeles Galaxy,1,1,New York Red Bulls,0
2007,2007-10-20,Chivas USA,0,0,Houston Dynamo,0
2007,2007-10-20,Colorado Rapids,0,1,Real Salt Lake,0
2007,2007-10-20,FC Dallas,0,2,Sporting Kansas City,0
2007,2007-10-20,DC United,2,3,Columbus Crew,0
2007,2007-10-20,Toronto FC,2,2,New England Revolution,0
2007,2007-10-21,Chicago Fire,1,0,Los Angeles Galaxy,0
2007,2007-10-25,Chicago Fire,1,0,DC United,0
2007,2007-10-27,FC Dallas,1,0,Houston Dynamo,0
2007,2007-10-27,Sporting Kansas City,1,0,Chivas USA,0
2007,2007-10-27,New York Red Bulls,0,0,New England Revolution,0
2007,2007-11-01,DC United,2,2,Chicago Fire,0
2007,2007-11-02,Houston Dynamo,2,1,FC Dallas,0
2007,2007-11-03,Chivas USA,0,0,Sporting Kansas City,0
2007,2007-11-03,New England Revolution,1,0,New York Red Bulls,0
2007,2007-11-08,New England Revolution,1,0,Chicago Fire,0
2007,2007-11-10,Houston Dynamo,2,0,Sporting Kansas City,0
2007,2007-11-18,New England Revolution,1,2,Houston Dynamo,0
2008,2008-03-29,Colorado Rapids,4,0,Los Angeles Galaxy,0
2008,2008-03-29,Sporting Kansas City,2,0,DC United,0
2008,2008-03-29,New England Revolution,3,0,Houston Dynamo,0
2008,2008-03-29,Real Salt Lake,1,1,Chicago Fire,0
2008,2008-03-29,Columbus Crew,2,0,Toronto FC,0
2008,2008-03-30,FC Dallas,1,1,Chivas USA,0
2008,2008-04-03,Los Angeles Galaxy,2,0,San Jose Earthquakes,0
2008,2008-04-03,Chicago Fire,4,0,New England Revolution,0
2008,2008-04-05,Chivas USA,3,1,Real Salt Lake,0
2008,2008-04-05,Sporting Kansas City,3,2,Colorado Rapids,0
2008,2008-04-05,DC United,4,1,Toronto FC,0
2008,2008-04-05,New York Red Bulls,2,0,Columbus Crew,0
2008,2008-04-06,Houston Dynamo,3,3,FC Dallas,0
2008,2008-04-09,Sporting Kansas City,1,3,New England Revolution,0
2008,2008-04-12,Real Salt Lake,4,0,DC United,0
2008,2008-04-12,FC Dallas,2,0,New York Red Bulls,0
2008,2008-04-12,Sporting Kansas City,0,0,Houston Dynamo,0
2008,2008-04-12,Columbus Crew,4,3,Chivas USA,0
2008,2008-04-12,New England Revolution,0,1,Colorado Rapids,0
2008,2008-04-12,San Jose Earthquakes,0,1,Chicago Fire,0
2008,2008-04-13,Los Angeles Galaxy,2,3,Toronto FC,0
2008,2008-04-17,DC United,1,2,Columbus Crew,0
2008,2008-04-19,Los Angeles Galaxy,2,2,Houston Dynamo,0
2008,2008-04-19,Colorado Rapids,0,2,San Jose Earthquakes,0
2008,2008-04-19,New York Red Bulls,1,1,New England Revolution,0
