season,date,home_team,home_final,away_final,away_team,penalties
2011,2011-06-25,San Jose Earthquakes,0,0,Los Angeles Galaxy,0
2011,2011-06-25,DC United,2,2,Houston Dynamo,0
2011,2011-06-26,Columbus Crew,4,1,Colorado Rapids,0
2011,2011-06-26,Seattle Sounders,2,1,New England Revolution,0
2011,2011-06-26,Chicago Fire,1,1,New York Red Bulls,0
2011,2011-06-29,Toronto FC,1,0,Vancouver Whitecaps,0
2011,2011-07-02,Portland Timbers,1,2,Sporting Kansas City,0
2011,2011-07-02,San Jose Earthquakes,2,2,New York Red Bulls,0
2011,2011-07-02,Chivas USA,1,1,Chicago Fire,0
2011,2011-07-02,FC Dallas,2,0,Columbus Crew,0
2011,2011-07-02,DC United,2,2,Philadelphia Union,0
2011,2011-07-03,Colorado Rapids,0,0,Houston Dynamo,0
2011,2011-07-04,Los Angeles Galaxy,0,0,Seattle Sounders,0
2011,2011-07-04,Real Salt Lake,3,3,New England Revolution,0
2011,2011-07-06,Chivas USA,2,0,San Jose Earthquakes,0
2011,2011-07-06,Vancouver Whitecaps,0,1,Columbus Crew,0
2011,2011-07-06,Sporting Kansas City,1,1,Colorado Rapids,0
2011,2011-07-06,New York Red Bulls,5,0,Toronto FC,0
2011,2011-07-09,Los Angeles Galaxy,2,1,Chicago Fire,0
2011,2011-07-09,San Jose Earthquakes,0,0,Philadelphia Union,0
2011,2011-07-09,Colorado Rapids,2,1,Vancouver Whitecaps,0
2011,2011-07-09,Real Salt Lake,2,0,FC Dallas,0
2011,2011-07-09,Houston Dynamo,2,0,Toronto FC,0
2011,2011-07-09,New York Red Bulls,0,1,DC United,0
2011,2011-07-09,Sporting Kansas City,1,1,Chivas USA,0
2011,2011-07-10,Portland Timbers,2,3,Seattle Sounders,0
2011,2011-07-16,Chivas USA,0,0,New York Red Bulls,0
2011,2011-07-16,FC Dallas,0,0,DC United,0
2011,2011-07-16,Chicago Fire,0,1,Portland Timbers,0
2011,2011-07-16,Houston Dynamo,1,1,Sporting Kansas City,0
2011,2011-07-16,Columbus Crew,0,0,San Jose Earthquakes,0
2011,2011-07-16,Seattle Sounders,4,3,Colorado Rapids,0
2011,2011-07-17,New England Revolution,0,3,Philadelphia Union,0
2011,2011-07-20,Los Angeles Galaxy,1,0,Columbus Crew,0
2011,2011-07-20,San Jose Earthquakes,2,2,Vancouver Whitecaps,0
2011,2011-07-20,Colorado Rapids,4,1,New York Red Bulls,0
2011,2011-07-20,Toronto FC,0,1,FC Dallas,0
2011,2011-07-20,DC United,0,1,New England Revolution,0
2011,2011-07-23,Chivas USA,3,0,Houston Dynamo,0
2011,2011-07-23,Real Salt Lake,4,0,San Jose Earthquakes,0
2011,2011-07-23,Colorado Rapids,2,2,New England Revolution,0
2011,2011-07-23,Sporting Kansas City,4,2,Toronto FC,0
2011,2011-07-23,Columbus Crew,1,0,Portland Timbers,0
2011,2011-07-23,New York Red Bulls,2,2,FC Dallas,0
2011,2011-07-29,Philadelphia Union,1,2,Colorado Rapids,0
2011,2011-07-30,Portland Timbers,2,2,Toronto FC,0
2011,2011-07-30,San Jose Earthquakes,0,2,DC United,0
2011,2011-07-30,Real Salt Lake,0,2,Columbus Crew,0
2011,2011-07-30,Houston Dynamo,3,1,Seattle Sounders,0
2011,2011-07-30,Sporting Kansas City,1,1,New England Revolution,0
2011,2011-07-30,Vancouver Whitecaps,0,4,Los Angeles Galaxy,0
2011,2011-07-31,FC Dallas,1,0,Chivas USA,0
2011,2011-08-03,Portland Timbers,3,0,Los Angeles Galaxy,0
2011,2011-08-03,Chicago Fire,1,1,Philadelphia Union,0
2011,2011-08-03,Sporting Kansas City,2,0,Real Salt Lake,0
2011,2011-08-05,Colorado Rapids,2,0,Columbus Crew,0
2011,2011-08-06,Los Angeles Galaxy,3,1,FC Dallas,0
2011,2011-08-06,San Jose Earthquakes,1,1,Portland Timbers,0
2011,2011-08-06,Real Salt Lake,3,0,New York Red Bulls,0
2011,2011-08-06,Sporting Kansas City,1,2,Seattle Sounders,0
2011,2011-08-06,Philadelphia Union,1,1,Houston Dynamo,0
2011,2011-08-06,DC United,3,3,Toronto FC,0
2011,2011-08-06,New England Revolution,2,3,Chivas USA,0
2011,2011-08-07,Vancouver Whitecaps,4,2,Chicago Fire,0
2011,2011-08-13,San Jose Earthquakes,1,2,Colorado Rapids,0
2011,2011-08-13,Philadelphia Union,2,2,FC Dallas,0
2011,2011-08-13,Columbus Crew,3,1,New England Revolution,0
2011,2011-08-13,DC United,4,0,Vancouver Whitecaps,0
2011,2011-08-13,New York Red Bulls,2,2,Chicago Fire,0
2011,2011-08-13,Toronto FC,1,0,Real Salt Lake,0
2011,2011-08-13,Seattle Sounders,0,0,Chivas USA,0
2011,2011-08-14,Houston Dynamo,2,1,Portland Timbers,0
2011,2011-08-17,Sporting Kansas City,3,1,Portland Timbers,0
2011,2011-08-17,New England Revolution,1,1,Houston Dynamo,0
2011,2011-08-18,Chicago Fire,1,1,DC United,0
2011,2011-08-20,Los Angeles Galaxy,2,0,San Jose Earthquakes,0
2011,2011-08-20,Portland Timbers,2,1,Vancouver Whitecaps,0
2011,2011-08-20,Colorado Rapids,2,2,Chivas USA,0
2011,2011-08-20,FC Dallas,0,1,Seattle Sounders,0
2011,2011-08-20,Houston Dynamo,3,2,Real Salt Lake,0
2011,2011-08-20,Columbus Crew,2,1,Philadelphia Union,0
2011,2011-08-20,New England Revolution,2,2,New York Red Bulls,0
2011,2011-08-21,Sporting Kansas City,1,0,DC United,0
2011,2011-08-21,Chicago Fire,2,0,Toronto FC,0
2011,2011-08-24,Portland Timbers,1,0,Chivas USA,0
2011,2011-08-27,Chivas USA,0,1,Real Salt Lake,0
2011,2011-08-27,Chicago Fire,2,0,Colorado Rapids,0
2011,2011-08-27,Sporting Kansas City,2,3,FC Dallas,0
2011,2011-08-27,Toronto FC,1,1,San Jose Earthquakes,0
2011,2011-08-27,Vancouver Whitecaps,1,0,Houston Dynamo,0
2011,2011-08-27,Seattle Sounders,6,2,Columbus Crew,0
2011,2011-09-03,Real Salt Lake,2,1,Philadelphia Union,0
2011,2011-09-05,Sporting Kansas City,2,2,Los Angeles Galaxy,0
2011,2011-09-07,Philadelphia Union,4,4,New England Revolution,0
2011,2011-09-09,Los Angeles Galaxy,1,0,Colorado Rapids,0
2011,2011-09-10,Chivas USA,0,3,DC United,0
2011,2011-09-10,San Jose Earthquakes,2,0,Chicago Fire,0
2011,2011-09-10,Columbus Crew,2,4,Toronto FC,0
2011,2011-09-10,New England Revolution,2,0,FC Dallas,0
2011,2011-09-10,New York Red Bulls,1,1,Vancouver Whitecaps,0
2011,2011-09-10,Philadelphia Union,0,0,Portland Timbers,0
2011,2011-09-10,Seattle Sounders,1,2,Real Salt Lake,0
2011,2011-09-10,Sporting Kansas City,3,0,Houston Dynamo,0
2011,2011-09-14,Columbus Crew,2,2,Houston Dynamo,0
2011,2011-09-16,Portland Timbers,3,0,New England Revolution,0
2011,2011-09-17,Los Angeles Galaxy,3,0,Vancouver Whitecaps,0
2011,2011-09-17,Real Salt Lake,1,0,Sporting Kansas City,0
2011,2011-09-17,Seattle Sounders,3,0,DC United,0
2011,2011-09-17,FC Dallas,0,1,New York Red Bulls,0
2011,2011-09-17,Houston Dynamo,2,1,San Jose Earthquakes,0
2011,2011-09-17,Philadelphia Union,1,0,Columbus Crew,0
2011,2011-09-17,Chicago Fire,3,2,Chivas USA,0
2011,2011-09-17,Toronto FC,2,1,Colorado Rapids,0
2011,2011-09-21,Portland Timbers,1,1,San Jose Earthquakes,0
2011,2011-09-21,New York Red Bulls,1,3,Real Salt Lake,0
2011,2011-09-21,DC United,2,2,Chivas USA,0
2011,2011-09-23,Sporting Kansas City,1,1,Philadelphia Union,0
2011,2011-09-24,Chivas USA,3,0,Toronto FC,0
2011,2011-09-24,Vancouver Whitecaps,1,3,Seattle Sounders,0
2011,2011-09-24,Colorado Rapids,1,1,San Jose Earthquakes,0
2011,2011-09-24,Columbus Crew,0,1,Los Angeles Galaxy,0
2011,2011-09-24,DC United,4,1,Real Salt Lake,0
2011,2011-09-24,New York Red Bulls,2,0,Portland Timbers,0
2011,2011-09-24,FC Dallas,0,1,Houston Dynamo,0
2011,2011-09-25,Chicago Fire,3,2,New England Revolution,0
2011,2011-09-28,Real Salt Lake,0,3,Chicago Fire,0
2011,2011-09-28,Sporting Kansas City,2,1,Columbus Crew,0
2011,2011-09-29,Philadelphia Union,3,2,DC United,0
2011,2011-10-01,Los Angeles Galaxy,2,1,Real Salt Lake,0
2011,2011-10-01,San Jose Earthquakes,1,1,Sporting Kansas City,0
2011,2011-10-01,Colorado Rapids,1,0,FC Dallas,0
2011,2011-10-01,New England Revolution,1,2,Seattle Sounders,0
2011,2011-10-01,Toronto FC,1,1,New York Red Bulls,0
2011,2011-10-01,Houston Dynamo,1,1,Chicago Fire,0
2011,2011-10-02,Chivas USA,1,1,Philadelphia Union,0
2011,2011-10-02,Vancouver Whitecaps,0,1,Portland Timbers,0
2011,2011-10-02,Columbus Crew,2,1,DC United,0
2011,2011-10-04,New York Red Bulls,2,0,Los Angeles Galaxy,0
2011,2011-10-06,Vancouver Whitecaps,3,0,Real Salt Lake,0
2011,2011-10-08,Seattle Sounders,0,2,Philadelphia Union,0
2011,2011-10-08,New England Revolution,1,2,San Jose Earthquakes,0
2011,2011-10-12,Vancouver Whitecaps,2,1,DC United,0
2011,2011-10-12,Chicago Fire,1,2,FC Dallas,0
2011,2011-10-14,Colorado Rapids,0,0,Real Salt Lake,0
2011,2011-10-14,Portland Timbers,0,2,Houston Dynamo,0
2011,2011-10-15,Seattle Sounders,2,1,San Jose Earthquakes,0
2011,2011-10-15,FC Dallas,2,0,Vancouver Whitecaps,0
2011,2011-10-15,DC United,1,2,Chicago Fire,0
2011,2011-10-15,New England Revolution,0,3,Columbus Crew,0
2011,2011-10-15,Philadelphia Union,1,1,Toronto FC,0
2011,2011-10-15,Sporting Kansas City,2,0,New York Red Bulls,0
2011,2011-10-16,Los Angeles Galaxy,1,0,Chivas USA,0
2011,2011-10-19,DC United,1,1,Portland Timbers,0
2011,2011-10-20,New York Red Bulls,1,0,Philadelphia Union,0
2011,2011-10-22,Chivas USA,1,3,Seattle Sounders,0
2011,2011-10-22,San Jose Earthquakes,4,2,FC Dallas,0
2011,2011-10-22,Real Salt Lake,1,1,Portland Timbers,0
2011,2011-10-22,Chicago Fire,3,2,Columbus Crew,0
2011,2011-10-22,DC United,0,1,Sporting Kansas City,0
2011,2011-10-22,Vancouver Whitecaps,1,2,Colorado Rapids,0
2011,2011-10-22,Toronto FC,2,2,New England Revolution,0
2011,2011-10-23,Houston Dynamo,3,1,Los Angeles Galaxy,0
2011,2011-10-26,FC Dallas,0,2,New York Red Bulls,0
2011,2011-10-27,Colorado Rapids,1,0,Columbus Crew,0
2011,2011-10-29,Real Salt Lake,3,0,Seattle Sounders,0
2011,2011-10-30,Colorado Rapids,0,2,Sporting Kansas City,0
2011,2011-10-30,Philadelphia Union,1,2,Houston Dynamo,0
2011,2011-10-30,New York Red Bulls,0,1,Los Angeles Galaxy,0
2011,2011-11-02,Seattle Sounders,2,0,Real Salt Lake,0
2011,2011-11-02,Sporting Kansas City,2,0,Colorado Rapids,0
2011,2011-11-03,Los Angeles Galaxy,2,1,New York Red Bulls,0
2011,2011-11-03,Houston Dynamo,1,0,Philadelphia Union,0
2011,2011-11-06,Los Angeles Galaxy,3,1,Real Salt Lake,0
2011,2011-11-06,Sporting Kansas City,0,2,Houston Dynamo,0
2011,2011-11-20,Los Angeles Galaxy,1,0,Houston Dynamo,0
2012,2012-03-10,Los Angeles Galaxy,1,3,Real Salt Lake,0
2012,2012-03-10,San Jose Earthquakes,1,0,New England Revolution,0
2012,2012-03-10,DC United,0,1,Sporting Kansas City,0
2012,2012-03-10,Colorado Rapids,2,0,Columbus Crew,0
2012,2012-03-10,Vancouver Whitecaps,2,0,Montreal Impact,0
2012,2012-03-11,Chivas USA,0,1,Houston Dynamo,0
2012,2012-03-11,FC Dallas,2,1,New York Red Bulls,0
2012,2012-03-12,Portland Timbers,3,1,Philadelphia Union,0
2012,2012-03-17,Chivas USA,0,1,Vancouver Whitecaps,0
2012,2012-03-17,Real Salt Lake,2,0,New York Red Bulls,0
2012,2012-03-17,Seattle Sounders,3,1,Toronto FC,0
2012,2012-03-17,FC Dallas,1,1,Portland Timbers,0
2012,2012-03-17,Sporting Kansas City,3,0,New England Revolution,0
2012,2012-03-17,San Jose Earthquakes,0,1,Houston Dynamo,0
2012,2012-03-17,Montreal Impact,1,1,Chicago Fire,0
2012,2012-03-18,Los Angeles Galaxy,3,1,DC United,0
2012,2012-03-18,Philadelphia Union,1,2,Colorado Rapids,0
2012,2012-03-23,Seattle Sounders,2,0,Houston Dynamo,0
2012,2012-03-24,Vancouver Whitecaps,0,0,DC United,0
2012,2012-03-24,Real Salt Lake,0,1,Chivas USA,0
2012,2012-03-24,Chicago Fire,1,0,Philadelphia Union,0
2012,2012-03-24,Columbus Crew,2,0,Montreal Impact,0
2012,2012-03-24,New England Revolution,1,0,Portland Timbers,0
2012,2012-03-24,Toronto FC,0,3,San Jose Earthquakes,0
2012,2012-03-25,Sporting Kansas City,2,1,FC Dallas,0
2012,2012-03-25,New York Red Bulls,4,1,Colorado Rapids,0
2012,2012-03-30,DC United,4,1,FC Dallas,0
2012,2012-03-31,Los Angeles Galaxy,1,3,New England Revolution,0
2012,2012-03-31,Portland Timbers,2,3,Real Salt Lake,0
2012,2012-03-31,Seattle Sounders,0,1,San Jose Earthquakes,0
2012,2012-03-31,New York Red Bulls,5,2,Montreal Impact,0
2012,2012-03-31,Philadelphia Union,0,0,Vancouver Whitecaps,0
2012,2012-03-31,Toronto FC,0,1,Columbus Crew,0
2012,2012-04-01,Chivas USA,0,1,Sporting Kansas City,0
2012,2012-04-01,Colorado Rapids,2,0,Chicago Fire,0
2012,2012-04-04,Real Salt Lake,1,0,Montreal Impact,0
2012,2012-04-05,FC Dallas,1,0,New England Revolution,0
2012,2012-04-07,Portland Timbers,1,2,Chivas USA,0
2012,2012-04-07,Real Salt Lake,2,0,Colorado Rapids,0
2012,2012-04-07,DC United,0,0,Seattle Sounders,0
2012,2012-04-07,San Jose Earthquakes,3,1,Vancouver Whitecaps,0
2012,2012-04-07,Sporting Kansas City,1,0,Los Angeles Galaxy,0
2012,2012-04-07,Columbus Crew,1,4,New York Red Bulls,0
2012,2012-04-07,Montreal Impact,2,1,Toronto FC,0
2012,2012-04-14,Los Angeles Galaxy,3,1,Portland Timbers,0
2012,2012-04-14,FC Dallas,2,1,Montreal Impact,0
2012,2012-04-14,Sporting Kansas City,1,0,Real Salt Lake,0
2012,2012-04-14,New York Red Bulls,2,2,San Jose Earthquakes,0
2012,2012-04-14,Toronto FC,0,1,Chivas USA,0
2012,2012-04-14,New England Revolution,1,2,DC United,0
2012,2012-04-14,Seattle Sounders,1,0,Colorado Rapids,0
2012,2012-04-14,Philadelphia Union,1,0,Columbus Crew,0
2012,2012-04-15,Chicago Fire,1,1,Houston Dynamo,0
2012,2012-04-18,Vancouver Whitecaps,1,3,Sporting Kansas City,0
2012,2012-04-18,DC United,1,1,Montreal Impact,0
2012,2012-04-21,Chivas USA,0,1,Philadelphia Union,0
2012,2012-04-21,Portland Timbers,1,0,Sporting Kansas City,0
2012,2012-04-21,San Jose Earthquakes,3,1,Real Salt Lake,0
2012,2012-04-21,Vancouver Whitecaps,1,0,FC Dallas,0
2012,2012-04-21,Colorado Rapids,1,2,Los Angeles Galaxy,0
2012,2012-04-21,Columbus Crew,2,2,Houston Dynamo,0
2012,2012-04-21,Toronto FC,2,3,Chicago Fire,0
2012,2012-04-22,DC United,4,1,New York Red Bulls,0
2012,2012-04-25,FC Dallas,1,1,Real Salt Lake,0
2012,2012-04-28,Los Angeles Galaxy,1,1,FC Dallas,0
2012,2012-04-28,Colorado Rapids,4,0,Chivas USA,0
2012,2012-04-28,Real Salt Lake,3,2,Toronto FC,0
2012,2012-04-28,Chicago Fire,1,2,Seattle Sounders,0
2012,2012-04-28,Columbus Crew,0,1,Vancouver Whitecaps,0
2012,2012-04-28,DC United,3,2,Houston Dynamo,0
2012,2012-04-28,Philadelphia Union,1,2,San Jose Earthquakes,0
2012,2012-04-28,New York Red Bulls,1,0,New England Revolution,0
2012,2012-04-28,Montreal Impact,2,0,Portland Timbers,0
2012,2012-05-02,San Jose Earthquakes,5,3,DC United,0
2012,2012-05-02,Seattle Sounders,2,0,Los Angeles Galaxy,0
2012,2012-05-02,New England Revolution,2,1,Colorado Rapids,0
2012,2012-05-04,Chivas USA,1,2,Chicago Fire,0
2012,2012-05-05,Portland Timbers,0,0,Columbus Crew,0
2012,2012-05-05,Real Salt Lake,2,1,New England Revolution,0
2012,2012-05-05,Sporting Kansas City,0,2,Montreal Impact,0
2012,2012-05-05,Los Angeles Galaxy,0,1,New York Red Bulls,0
2012,2012-05-05,Vancouver Whitecaps,2,1,San Jose Earthquakes,0
2012,2012-05-05,Seattle Sounders,1,0,Philadelphia Union,0
2012,2012-05-05,Toronto FC,0,2,DC United,0
2012,2012-05-06,FC Dallas,0,2,Colorado Rapids,0
2012,2012-05-09,Chicago Fire,0,0,Real Salt Lake,0
2012,2012-05-09,FC Dallas,0,2,Seattle Sounders,0
2012,2012-05-09,New York Red Bulls,1,0,Houston Dynamo,0
2012,2012-05-12,Seattle Sounders,0,1,Real Salt Lake,0
2012,2012-05-12,Chicago Fire,2,1,Sporting Kansas City,0
2012,2012-05-12,Columbus Crew,2,1,FC Dallas,0
2012,2012-05-12,New England Revolution,4,1,Vancouver Whitecaps,0
2012,2012-05-12,Houston Dynamo,1,0,DC United,0
2012,2012-05-12,Montreal Impact,1,1,Los Angeles Galaxy,0
2012,2012-05-13,San Jose Earthquakes,1,1,Chivas USA,0
2012,2012-05-13,Philadelphia Union,2,3,New York Red Bulls,0
2012,2012-05-15,Houston Dynamo,0,0,Portland Timbers,0
2012,2012-05-16,DC United,2,0,Colorado Rapids,0
2012,2012-05-19,Chivas USA,1,0,Los Angeles Galaxy,0
2012,2012-05-19,San Jose Earthquakes,1,1,Columbus Crew,0
2012,2012-05-19,Colorado Rapids,2,2,Sporting Kansas City,0
2012,2012-05-19,FC Dallas,1,1,Philadelphia Union,0
2012,2012-05-19,DC United,3,1,Toronto FC,0
2012,2012-05-19,Montreal Impact,1,2,New York Red Bulls,0
2012,2012-05-19,New England Revolution,2,2,Houston Dynamo,0
2012,2012-05-19,Vancouver Whitecaps,2,2,Seattle Sounders,0
2012,2012-05-20,Portland Timbers,2,1,Chicago Fire,0
2012,2012-05-23,Los Angeles Galaxy,2,3,San Jose Earthquakes,0
2012,2012-05-23,Seattle Sounders,0,2,Columbus Crew,0
2012,2012-05-23,Chicago Fire,2,1,FC Dallas,0
2012,2012-05-23,New York Red Bulls,1,1,Chivas USA,0
2012,2012-05-26,Chivas USA,1,1,Seattle Sounders,0
2012,2012-05-26,Portland Timbers,1,1,Vancouver Whitecaps,0
2012,2012-05-26,Colorado Rapids,3,2,Montreal Impact,0
2012,2012-05-26,Real Salt Lake,3,2,FC Dallas,0
2012,2012-05-26,DC United,3,2,New England Revolution,0
2012,2012-05-26,Columbus Crew,2,1,Chicago Fire,0
2012,2012-05-26,Toronto FC,1,0,Philadelphia Union,0
2012,2012-05-26,Houston Dynamo,2,1,Los Angeles Galaxy,0
2012,2012-05-27,Sporting Kansas City,2,1,San Jose Earthquakes,0
2012,2012-06-02,New England Revolution,2,0,Chicago Fire,0
2012,2012-06-10,Vancouver Whitecaps,3,1,Houston Dynamo,0
2012,2012-06-16,Chivas USA,0,3,Real Salt Lake,0
2012,2012-06-16,Sporting Kansas City,2,0,Toronto FC,0
2012,2012-06-16,Houston Dynamo,2,1,FC Dallas,0
2012,2012-06-16,Montreal Impact,4,1,Seattle Sounders,0
2012,2012-06-16,New England Revolution,0,0,Columbus Crew,0
2012,2012-06-16,Philadelphia Union,0,1,DC United,0
2012,2012-06-16,Vancouver Whitecaps,1,0,Colorado Rapids,0
2012,2012-06-17,Los Angeles Galaxy,1,0,Portland Timbers,0
2012,2012-06-17,Chicago Fire,3,1,New York Red Bulls,0
2012,2012-06-20,Vancouver Whitecaps,1,1,New York Red Bulls,0
2012,2012-06-20,Chivas USA,2,1,Montreal Impact,0
2012,2012-06-20,Seattle Sounders,1,1,Sporting Kansas City,0
2012,2012-06-20,Colorado Rapids,1,2,San Jose Earthquakes,0
2012,2012-06-20,Houston Dynamo,3,3,Toronto FC,0
2012,2012-06-20,Real Salt Lake,2,3,Los Angeles Galaxy,0
2012,2012-06-23,Los Angeles Galaxy,3,0,Vancouver Whitecaps,0
2012,2012-06-23,FC Dallas,0,0,Chivas USA,0
2012,2012-06-23,Real Salt Lake,1,2,San Jose Earthquakes,0
2012,2012-06-23,Chicago Fire,2,1,Columbus Crew,0
2012,2012-06-23,Montreal Impact,4,2,Houston Dynamo,0
2012,2012-06-23,Philadelphia Union,4,0,Sporting Kansas City,0
2012,2012-06-23,Toronto FC,2,2,New England Revolution,0
2012,2012-06-24,New York Red Bulls,3,2,DC United,0
2012,2012-06-24,Portland Timbers,2,1,Seattle Sounders,0
2012,2012-06-27,Montreal Impact,0,3,Toronto FC,0
2012,2012-06-29,Sporting Kansas City,0,1,Chicago Fire,0
2012,2012-06-30,San Jose Earthquakes,4,3,Los Angeles Galaxy,0
2012,2012-06-30,Colorado Rapids,3,0,Portland Timbers,0
2012,2012-06-30,Columbus Crew,2,0,Real Salt Lake,0
2012,2012-06-30,Houston Dynamo,2,1,Philadelphia Union,0
2012,2012-06-30,DC United,3,0,Montreal Impact,0
2012,2012-06-30,New England Revolution,2,2,Seattle Sounders,0
2012,2012-06-30,Toronto FC,1,1,New York Red Bulls,0
2012,2012-07-03,Portland Timbers,2,1,San Jose Earthquakes,0
2012,2012-07-03,Houston Dynamo,0,0,Chicago Fire,0
2012,2012-07-04,Los Angeles Galaxy,1,2,Philadelphia Union,0
2012,2012-07-04,Real Salt Lake,0,0,Seattle Sounders,0
2012,2012-07-04,Colorado Rapids,0,1,Vancouver Whitecaps,0
2012,2012-07-04,FC Dallas,1,1,Toronto FC,0
2012,2012-07-04,Montreal Impact,1,3,Sporting Kansas City,0
2012,2012-07-07,Seattle Sounders,2,1,Colorado Rapids,0
2012,2012-07-07,Chivas USA,0,0,Vancouver Whitecaps,0
2012,2012-07-07,FC Dallas,0,0,San Jose Earthquakes,0
2012,2012-07-07,Real Salt Lake,3,0,Portland Timbers,0
2012,2012-07-07,Sporting Kansas City,0,0,Houston Dynamo,0
2012,2012-07-08,Montreal Impact,2,1,Columbus Crew,0
2012,2012-07-08,New England Revolution,2,0,New York Red Bulls,0
2012,2012-07-08,Philadelphia Union,3,0,Toronto FC,0
2012,2012-07-08,Chicago Fire,0,2,Los Angeles Galaxy,0
2012,2012-07-11,Toronto FC,3,2,Vancouver Whitecaps,0
2012,2012-07-14,Portland Timbers,3,5,Los Angeles Galaxy,0
2012,2012-07-14,San Jose Earthquakes,5,0,Real Salt Lake,0
2012,2012-07-14,Colorado Rapids,1,2,FC Dallas,0
2012,2012-07-14,Chicago Fire,1,0,Vancouver Whitecaps,0
2012,2012-07-14,Columbus Crew,0,2,Sporting Kansas City,0
2012,2012-07-14,New England Revolution,0,1,Toronto FC,0
2012,2012-07-14,Philadelphia Union,2,1,Montreal Impact,0
2012,2012-07-15,Houston Dynamo,4,0,DC United,0
2012,2012-07-15,New York Red Bulls,2,2,Seattle Sounders,0
2012,2012-07-18,San Jose Earthquakes,2,1,FC Dallas,0
2012,2012-07-18,Vancouver Whitecaps,2,2,Los Angeles Galaxy,0
2012,2012-07-18,Houston Dynamo,2,1,Sporting Kansas City,0
2012,2012-07-18,Montreal Impact,2,1,New England Revolution,0
2012,2012-07-18,Toronto FC,2,1,Colorado Rapids,0
2012,2012-07-18,Chivas USA,1,0,Portland Timbers,0
2012,2012-07-18,New York Red Bulls,1,0,Chicago Fire,0
2012,2012-07-21,Los Angeles Galaxy,3,1,Chivas USA,0
2012,2012-07-21,Real Salt Lake,2,0,Colorado Rapids,0
2012,2012-07-21,FC Dallas,5,0,Portland Timbers,0
2012,2012-07-21,Houston Dynamo,3,0,Montreal Impact,0
2012,2012-07-21,Sporting Kansas City,0,0,New England Revolution,0
2012,2012-07-21,Columbus Crew,1,0,DC United,0
2012,2012-07-21,New York Red Bulls,2,0,Philadelphia Union,0
2012,2012-07-22,Vancouver Whitecaps,2,1,San Jose Earthquakes,0
2012,2012-07-27,Real Salt Lake,2,1,Vancouver Whitecaps,0
2012,2012-07-28,Portland Timbers,0,1,Chivas USA,0
2012,2012-07-28,San Jose Earthquakes,1,1,Chicago Fire,0
2012,2012-07-28,Colorado Rapids,1,2,Seattle Sounders,0
2012,2012-07-28,Sporting Kansas City,1,2,Columbus Crew,0
2012,2012-07-28,FC Dallas,0,1,Los Angeles Galaxy,0
2012,2012-07-28,Montreal Impact,3,1,New York Red Bulls,0
2012,2012-07-28,Toronto FC,0,2,Houston Dynamo,0
2012,2012-07-29,Philadelphia Union,2,1,New England Revolution,0
2012,2012-08-03,Houston Dynamo,2,0,New York Red Bulls,0
2012,2012-08-04,Colorado Rapids,1,0,Real Salt Lake,0
2012,2012-08-04,Chicago Fire,2,1,Toronto FC,0
2012,2012-08-04,DC United,1,0,Columbus Crew,0
2012,2012-08-04,Montreal Impact,2,0,Philadelphia Union,0
2012,2012-08-04,New England Revolution,0,1,Sporting Kansas City,0
2012,2012-08-05,Seattle Sounders,4,0,Los Angeles Galaxy,0
2012,2012-08-05,Portland Timbers,1,1,FC Dallas,0
2012,2012-08-10,New York Red Bulls,2,0,Houston Dynamo,0
2012,2012-08-11,San Jose Earthquakes,2,1,Seattle Sounders,0
2012,2012-08-11,FC Dallas,3,2,Colorado Rapids,0
2012,2012-08-11,Sporting Kansas City,2,1,DC United,0
2012,2012-08-11,Vancouver Whitecaps,2,1,Real Salt Lake,0
2012,2012-08-12,Chivas USA,0,4,Los Angeles Galaxy,0
2012,2012-08-12,New England Revolution,0,1,Montreal Impact,0
2012,2012-08-12,Philadelphia Union,1,3,Chicago Fire,0
2012,2012-08-15,Vancouver Whitecaps,0,2,FC Dallas,0
2012,2012-08-15,Toronto FC,2,2,Portland Timbers,0
2012,2012-08-15,Columbus Crew,1,1,Los Angeles Galaxy,0
2012,2012-08-18,Colorado Rapids,1,1,Chivas USA,0
2012,2012-08-18,Real Salt Lake,1,2,FC Dallas,0
2012,2012-08-18,Chicago Fire,2,1,New England Revolution,0
2012,2012-08-18,Montreal Impact,3,1,San Jose Earthquakes,0
2012,2012-08-18,Toronto FC,0,1,Sporting Kansas City,0
2012,2012-08-18,Seattle Sounders,2,0,Vancouver Whitecaps,0
2012,2012-08-19,Houston Dynamo,2,2,Columbus Crew,0
2012,2012-08-19,New York Red Bulls,3,2,Portland Timbers,0
2012,2012-08-19,DC United,1,1,Philadelphia Union,0
2012,2012-08-22,Columbus Crew,2,1,Toronto FC,0
2012,2012-08-22,DC United,4,2,Chicago Fire,0
2012,2012-08-24,Philadelphia Union,0,0,Real Salt Lake,0
2012,2012-08-25,Chivas USA,2,6,Seattle Sounders,0
2012,2012-08-25,Portland Timbers,2,1,Vancouver Whitecaps,0
2012,2012-08-25,San Jose Earthquakes,4,1,Colorado Rapids,0
2012,2012-08-25,Houston Dynamo,1,1,Toronto FC,0
2012,2012-08-25,Columbus Crew,4,3,New England Revolution,0
2012,2012-08-25,Montreal Impact,3,0,DC United,0
2012,2012-08-26,Sporting Kansas City,1,1,New York Red Bulls,0
2012,2012-08-26,Los Angeles Galaxy,2,0,FC Dallas,0
2012,2012-08-29,DC United,2,2,New York Red Bulls,0
