k_value,home_bonus,carry_value,auc
14,60,0.1,0.5837675011546175
16,60,0.1,0.5869598340724994
18,60,0.1,0.5893368172203558
20,60,0.1,0.591190531925438
22,60,0.1,0.5925217690216646
24,60,0.1,0.5934973944658497
26,60,0.1,0.5941561591200022
28,60,0.1,0.5946978803542092
30,60,0.1,0.5950126322537923
32,60,0.1,0.5952058593412248
34,60,0.1,0.5952978596870828
36,60,0.1,0.5952609541042172
38,60,0.1,0.595227739079638
40,60,0.1,0.5950956698152401
42,60,0.1,0.5949071877313189
44,60,0.1,0.5946232783545593
46,60,0.1,0.5943462228717605
48,60,0.1,0.5940607318271638
50,60,0.1,0.5937298996379035
10,70,0.1,0.5734038862633203
12,70,0.1,0.5793438398255526
14,70,0.1,0.583763810596331
16,70,0.1,0.5870017482701826
18,70,0.1,0.5893919119833482
20,70,0.1,0.591252216971085
22,70,0.1,0.5926040157491939
24,70,0.1,0.5936389537372702
26,70,0.1,0.5943588762144573
28,70,0.1,0.5948528838022451
30,70,0.1,0.5951594637513365
32,70,0.1,0.5953946050364521
34,70,0.1,0.5955527718201623
36,70,0.1,0.5955084851207234
38,70,0.1,0.5954520723012001
40,70,0.1,0.5953292294325186
42,70,0.1,0.5951344206772491
44,70,0.1,0.5949522652646763
46,70,0.1,0.5946535936547704
48,70,0.1,0.5943636212179686
50,70,0.1,0.5940388520887505
10,80,0.1,0.5733313931541199
12,80,0.1,0.5792837364477428
14,80,0.1,0.583753793366696
16,80,0.1,0.5870136107789609
18,80,0.1,0.5894230181174779
20,80,0.1,0.5912859592182765
22,80,0.1,0.5927049788794622
24,80,0.1,0.5937304268605159
26,80,0.1,0.5945051804893892
28,80,0.1,0.5950065691937501
30,80,0.1,0.5953310747116619
32,80,0.1,0.5956099754736041
34,80,0.1,0.5957531164128617
36,80,0.1,0.5957412539040834
38,80,0.1,0.5956909041446024
40,80,0.1,0.5955820326751486
42,80,0.1,0.5954180664427025
44,80,0.1,0.5951813434897497
46,80,0.1,0.5949285402471198
48,80,0.1,0.5946612383826497
50,80,0.1,0.5943364692534316
10,90,0.1,0.5732549458753267
12,90,0.1,0.5792144066742165
14,90,0.1,0.5836971169358666
16,90,0.1,0.5869872496483425
18,90,0.1,0.5893971842094718
20,90,0.1,0.5913107386810578
22,90,0.1,0.5927777355999688
24,90,0.1,0.5937818310652216
26,90,0.1,0.5945963900013286
28,90,0.1,0.5951396929033728
30,90,0.1,0.5954507542446692
32,90,0.1,0.5957747325399687
34,90,0.1,0.595946079888988
36,90,0.1,0.5959779768570362
38,90,0.1,0.5959357990480468
40,90,0.1,0.5958271911898992
42,90,0.1,0.5956698152401078
44,90,0.1,0.5954620895308351
46,90,0.1,0.5951536643026005
48,90,0.1,0.594921686353159
50,90,0.1,0.5946222239093346
10,100,0.1,0.5731289396709709
12,100,0.1,0.5790957815864339
14,100,0.1,0.5836412313389556
16,100,0.1,0.5869672151890726
18,100,0.1,0.589387166979837
20,100,0.1,0.5913489623204543
22,100,0.1,0.59282254952202
24,100,0.1,0.593852742506585
26,100,0.1,0.5946973531315969
28,100,0.1,0.5952338021396802
30,100,0.1,0.5956123479753598
32,100,0.1,0.5958901942920771
34,100,0.1,0.5960689227576695
36,100,0.1,0.5961366708633586
38,100,0.1,0.5961951925733314
40,100,0.1,0.596050997188849
42,100,0.1,0.5959410712741705
44,100,0.1,0.5957130474943219
46,100,0.1,0.5954175392200901
48,100,0.1,0.5952029596168568
50,100,0.1,0.5949153596818106
10,110,0.1,0.5729512656506033
12,110,0.1,0.5789855920604492
14,110,0.1,0.5835434315443616
16,110,0.1,0.5868731059527651
18,110,0.1,0.5893834764215503
20,110,0.1,0.5913624064970697
22,110,0.1,0.5928555009352929
24,110,0.1,0.5939286625627659
26,110,0.1,0.5947645740146736
28,110,0.1,0.5953650805701596
30,110,0.1,0.5957217466674258
32,110,0.1,0.5959998565954494
34,110,0.1,0.5962260350961549
36,110,0.1,0.5963180354420129
38,110,0.1,0.5963480871309178
40,110,0.1,0.5963151357176448
42,110,0.1,0.5961332439163782
44,110,0.1,0.5959584696203787
46,110,0.1,0.5957069844342796
48,110,0.1,0.5954544448029558
50,110,0.1,0.5952324840831493
10,120,0.1,0.5727754369093788
12,120,0.1,0.5788087088740002
14,120,0.1,0.5833868464284886
16,120,0.1,0.5867829508860504
18,120,0.1,0.589318364428923
20,120,0.1,0.591358452327477
22,120,0.1,0.5928344120307982
24,120,0.1,0.5939291897853782
26,120,0.1,0.5947832904174127
28,120,0.1,0.5954344103436858
30,120,0.1,0.5958606698257846
32,120,0.1,0.5961145275136392
34,120,0.1,0.5963222532229119
36,120,0.1,0.5964991364093609
38,120,0.1,0.5965344603243895
40,120,0.1,0.5965352511583081
42,120,0.1,0.5963646946432074
44,120,0.1,0.5961698858879377
46,120,0.1,0.595994847980632
48,120,0.1,0.5956988124837879
50,120,0.1,0.5954794878770433
10,130,0.1,0.5725911726063566
12,130,0.1,0.5786249717935903
14,130,0.1,0.5832118085211827
16,130,0.1,0.5866835694236191
18,130,0.1,0.5892693327259729
20,130,0.1,0.5913001942288104
22,130,0.1,0.5928576098257424
24,130,0.1,0.5939737400961232
26,130,0.1,0.5948360126786494
28,130,0.1,0.5955082215094173
30,130,0.1,0.5959605785108281
32,130,0.1,0.5962336798240342
34,130,0.1,0.5965431594974936
36,130,0.1,0.5966525581895598
38,130,0.1,0.5966786557088719
40,130,0.1,0.596683137101077
42,130,0.1,0.5965916639778314
44,130,0.1,0.5963839382685587
46,130,0.1,0.5962381612162393
48,130,0.1,0.5959850943623032
50,130,0.1,0.5957341363988164
10,140,0.1,0.5723649941056512
12,140,0.1,0.5784536244445709
14,140,0.1,0.5831324615180216
16,140,0.1,0.5865920963003735
18,140,0.1,0.5891820773836262
20,140,0.1,0.5912601253102705
22,140,0.1,0.5928352028647168
24,140,0.1,0.5939895567744943
26,140,0.1,0.5948505113004895
28,140,0.1,0.5955527718201623
30,140,0.1,0.5960512608001552
32,140,0.1,0.5963586315831652
34,140,0.1,0.5966583576382958
36,140,0.1,0.5967332232492518
38,140,0.1,0.5968381405491129
40,140,0.1,0.5968536936161777
42,140,0.1,0.596798071630573
44,140,0.1,0.5966934179420181
46,140,0.1,0.5964751477804983
48,140,0.1,0.596269267350369
50,140,0.1,0.5959779768570362
10,150,0.1,0.5721306436544541
12,150,0.1,0.5782174287142305
14,150,0.1,0.5829097099642965
16,150,0.1,0.5864104681104131
18,150,0.1,0.5890302372712645
20,150,0.1,0.591184732476702
22,150,0.1,0.5927455750206144
24,150,0.1,0.5940206629086239
26,150,0.1,0.5948252046150959
28,150,0.1,0.5955762332264126
30,150,0.1,0.5961140002910269
32,150,0.1,0.5964234799644863
34,150,0.1,0.5967445585354177
36,150,0.1,0.5968610747327509
38,150,0.1,0.5969794362092272
40,150,0.1,0.5970086970642136
42,150,0.1,0.5969765364848593
44,150,0.1,0.5968921808668806
46,150,0.1,0.5967266329665973
48,150,0.1,0.596513635031201
50,150,0.1,0.5963164537741757
10,160,0.1,0.5718311812106297
12,160,0.1,0.5780128663406322
14,160,0.1,0.5827048839793919
16,160,0.1,0.5862815621816894
18,160,0.1,0.5889242655261787
20,160,0.1,0.5911016949152542
22,160,0.1,0.5926504113390821
24,160,0.1,0.5939856026049015
26,160,0.1,0.5948747635406584
28,160,0.1,0.5955944224065393
30,160,0.1,0.5961269172450299
32,160,0.1,0.5965492225575358
34,160,0.1,0.596790954125306
36,160,0.1,0.5969986798345787
38,160,0.1,0.5970875168447625
40,160,0.1,0.5971394482720807
42,160,0.1,0.5970938435161108
44,160,0.1,0.597078290449046
46,160,0.1,0.5970126512338063
48,160,0.1,0.5968125702524131
50,160,0.1,0.5965856009177891
10,170,0.1,0.57156730629314
12,170,0.1,0.5778112036914018
14,170,0.1,0.5825280007929428
16,170,0.1,0.586064082854088
18,170,0.1,0.5887774340286345
20,170,0.1,0.5909501184141988
22,170,0.1,0.5925715915585333
24,170,0.1,0.5939587142516708
26,170,0.1,0.5948834627137624
28,170,0.1,0.5955973221309072
30,170,0.1,0.5961690950540193
32,170,0.1,0.5965819103595026
34,170,0.1,0.5968447308317675
36,170,0.1,0.5970714365550853
38,170,0.1,0.5972029785968709
40,170,0.1,0.5972327666744696
42,170,0.1,0.5972393569571242
44,170,0.1,0.5972514830772085
46,170,0.1,0.597226176391815
48,170,0.1,0.5970943707387233
50,170,0.1,0.596884272527695
10,180,0.1,0.5713005316512824
12,180,0.1,0.5775236037563557
14,180,0.1,0.5823099942427291
16,180,0.1,0.5858231421202362
18,180,0.1,0.588574189711567
20,180,0.1,0.5908307024924976
22,180,0.1,0.5924247600609891
24,180,0.1,0.5938864847537765
26,180,0.1,0.5949056060634819
28,180,0.1,0.5956239468728318
30,180,0.1,0.5961938745168005
32,180,0.1,0.5966399048468629
34,180,0.1,0.5968995619834536
36,180,0.1,0.5971502563356341
38,180,0.1,0.5972757353173774
40,180,0.1,0.5973321481369007
42,180,0.1,0.5973867156772807
44,180,0.1,0.5973764348363395
46,180,0.1,0.5973848703981375
48,180,0.1,0.5973424289778418
50,180,0.1,0.5971552649504516
10,190,0.1,0.5709320030452378
12,190,0.1,0.5772425941039641
14,190,0.1,0.5820419015443404
16,190,0.1,0.5855637485949517
18,190,0.1,0.5884281490479414
20,190,0.1,0.5906453837442507
22,190,0.1,0.5923364502734176
24,190,0.1,0.5937354354753334
26,190,0.1,0.5948552563040008
28,190,0.1,0.5955915226821712
30,190,0.1,0.596163031993977
32,190,0.1,0.5966522945782535
34,190,0.1,0.5970305768026268
36,190,0.1,0.5972124686038934
38,190,0.1,0.5973548187092325
40,190,0.1,0.5974257301505959
42,190,0.1,0.5975237935564961
44,190,0.1,0.597563862475036
46,190,0.1,0.5975353924539681
48,190,0.1,0.597502177429389
50,190,0.1,0.5974149220870424
10,200,0.1,0.5706059158594888
12,200,0.1,0.5768946271798019
14,200,0.1,0.5817200321394904
16,200,0.1,0.5853064639601167
18,200,0.1,0.5882647100381077
20,200,0.1,0.5904471480420007
22,200,0.1,0.592187509885424
24,200,0.1,0.593599939263955
26,200,0.1,0.5948070154349692
28,200,0.1,0.5955975857422134
30,200,0.1,0.5961656681070389
32,200,0.1,0.5966496584651917
34,200,0.1,0.5970556198767143
36,200,0.1,0.5972730992043156
38,200,0.1,0.5974610540656244
40,200,0.1,0.5975027046520014
42,200,0.1,0.5976070947292501
44,200,0.1,0.5976743156123269
46,200,0.1,0.5976859145097989
48,200,0.1,0.5976461092025652
50,200,0.1,0.5976010316692079
10,0,0.15000000000000002,0.5741575509876988
12,0,0.15000000000000002,0.57963618476411
14,0,0.15000000000000002,0.583683409147945
16,0,0.15000000000000002,0.586716257225586
18,0,0.15000000000000002,0.5889092396817263
20,0,0.15000000000000002,0.5905710453559069
22,0,0.15000000000000002,0.5917000925802908
24,0,0.15000000000000002,0.5925823996220868
26,0,0.15000000000000002,0.5932514451171805
28,0,0.15000000000000002,0.5936703234827061
30,0,0.15000000000000002,0.5939811212126964
32,0,0.15000000000000002,0.5940781301733719
34,0,0.15000000000000002,0.5940778665620657
36,0,0.15000000000000002,0.5940148634598879
38,0,0.15000000000000002,0.5939096825487207
40,0,0.15000000000000002,0.5937501977084796
42,0,0.15000000000000002,0.5934520533211861
44,0,0.15000000000000002,0.593154436156505
46,0,0.15000000000000002,0.5928328303629611
48,0,0.15000000000000002,0.5924442672976467
50,0,0.15000000000000002,0.5920330336600005
10,10,0.15000000000000002,0.5742906746973215
12,10,0.15000000000000002,0.5797679904172018
14,10,0.15000000000000002,0.5838218050836913
16,10,0.15000000000000002,0.5868393637055735
18,10,0.15000000000000002,0.5890721514689476
20,10,0.15000000000000002,0.5907300029735355
22,10,0.15000000000000002,0.5919310160845075
24,10,0.15000000000000002,0.5927334489005299
26,10,0.15000000000000002,0.5934396635897955
28,10,0.15000000000000002,0.5938817397502651
30,10,0.15000000000000002,0.5941566863426145
32,10,0.15000000000000002,0.5943006181157907
34,10,0.15000000000000002,0.5943074720097515
36,10,0.15000000000000002,0.5942629216990065
38,10,0.15000000000000002,0.5941667035722495
40,10,0.15000000000000002,0.5940185540181744
42,10,0.15000000000000002,0.5937111832351645
44,10,0.15000000000000002,0.5934169930174638
46,10,0.15000000000000002,0.593076934432487
48,10,0.15000000000000002,0.5927020791550941
50,10,0.15000000000000002,0.5923106163654117
10,20,0.15000000000000002,0.5743600044708478
12,20,0.15000000000000002,0.5798605179856722
14,20,0.15000000000000002,0.5839710090829912
16,20,0.15000000000000002,0.5869819774222188
18,20,0.15000000000000002,0.5892007937863651
20,20,0.15000000000000002,0.5908810522519786
22,20,0.15000000000000002,0.592098409263934
24,20,0.15000000000000002,0.5929330026593108
26,20,0.15000000000000002,0.593638690125964
28,20,0.15000000000000002,0.5941305888233024
30,20,0.15000000000000002,0.5943855009563819
32,20,0.15000000000000002,0.5945473582983785
34,20,0.15000000000000002,0.5945460402418475
36,20,0.15000000000000002,0.5945109799381252
38,20,0.15000000000000002,0.5944181887583486
40,20,0.15000000000000002,0.5942681939251302
42,20,0.15000000000000002,0.5939737400961232
44,20,0.15000000000000002,0.593673223207074
46,20,0.15000000000000002,0.5933711246501878
48,20,0.15000000000000002,0.5930110316059412
50,20,0.15000000000000002,0.5926454027242647
10,30,0.15000000000000002,0.5744253800747813
12,30,0.15000000000000002,0.5799633263950837
14,30,0.15000000000000002,0.5840456110826411
16,30,0.15000000000000002,0.587090058057754
18,30,0.15000000000000002,0.58932548193419
20,30,0.15000000000000002,0.5910307834738909
22,30,0.15000000000000002,0.5922373324222927
24,30,0.15000000000000002,0.5931254389128248
26,30,0.15000000000000002,0.5938155733124132
28,30,0.15000000000000002,0.5943636212179686
30,30,0.15000000000000002,0.5945787280438143
32,30,0.15000000000000002,0.5947846084739437
34,30,0.15000000000000002,0.5947991070957837
36,30,0.15000000000000002,0.59475930178855
38,30,0.15000000000000002,0.5946799547853887
40,30,0.15000000000000002,0.5945399771818053
42,30,0.15000000000000002,0.5942993000592598
44,30,0.15000000000000002,0.5940077459546209
46,30,0.15000000000000002,0.593711974069083
48,30,0.15000000000000002,0.5933579440848786
50,30,0.15000000000000002,0.592938802108047
10,40,0.15000000000000002,0.5744488414810316
12,40,0.15000000000000002,0.5800065586492978
14,40,0.15000000000000002,0.5840938519516726
16,40,0.15000000000000002,0.5871601786651989
18,40,0.15000000000000002,0.5894195911704975
20,40,0.15000000000000002,0.5911802510844969
22,40,0.15000000000000002,0.5923923358703286
24,40,0.15000000000000002,0.5933228837811563
26,40,0.15000000000000002,0.5939821756579211
28,40,0.15000000000000002,0.5944917363127737
30,40,0.15000000000000002,0.5948228321133402
32,40,0.15000000000000002,0.5950002425224017
34,40,0.15000000000000002,0.5950047239146068
36,40,0.15000000000000002,0.5949575374907999
38,40,0.15000000000000002,0.5949422480350414
40,40,0.15000000000000002,0.5948043793219073
42,40,0.15000000000000002,0.5945526305245021
44,40,0.15000000000000002,0.5942969275575042
46,40,0.15000000000000002,0.5940135454033569
48,40,0.15000000000000002,0.593691939609813
50,40,0.15000000000000002,0.5932814968060854
10,50,0.15000000000000002,0.5744456781453574
12,50,0.15000000000000002,0.5800806334263354
14,50,0.15000000000000002,0.5841336572589064
16,50,0.15000000000000002,0.5872374167779106
18,50,0.15000000000000002,0.5894815398274506
20,50,0.15000000000000002,0.5912965036705238
22,50,0.15000000000000002,0.5925070067885183
24,50,0.15000000000000002,0.5934528441551047
26,50,0.15000000000000002,0.5941245257632601
28,50,0.15000000000000002,0.5946644017183239
30,50,0.15000000000000002,0.5949894344588482
32,50,0.15000000000000002,0.5951950512776712
34,50,0.15000000000000002,0.595254891044175
36,50,0.15000000000000002,0.5952240485213515
38,50,0.15000000000000002,0.5951937332211403
40,50,0.15000000000000002,0.5950403114409416
42,50,0.15000000000000002,0.5948001615410085
44,50,0.15000000000000002,0.5945702924820164
46,50,0.15000000000000002,0.5943177528506927
48,50,0.15000000000000002,0.5939484334107296
50,50,0.15000000000000002,0.5935854406421149
10,60,0.15000000000000002,0.5744496323149502
12,60,0.15000000000000002,0.5800866964863777
14,60,0.15000000000000002,0.5841584367216877
16,60,0.15000000000000002,0.5873207179506647
18,60,0.15000000000000002,0.5895268809721141
20,60,0.15000000000000002,0.5914093293095704
22,60,0.15000000000000002,0.5926425029998966
24,60,0.15000000000000002,0.5936004664865674
26,60,0.15000000000000002,0.5942357697344696
28,60,0.15000000000000002,0.5948447118517535
30,60,0.15000000000000002,0.5951539279139066
32,60,0.15000000000000002,0.5953880147537975
34,60,0.15000000000000002,0.5954212297783767
36,60,0.15000000000000002,0.5954602442516919
38,60,0.15000000000000002,0.5954373100680539
40,60,0.15000000000000002,0.5952585816024615
42,60,0.15000000000000002,0.595056655341925
44,60,0.15000000000000002,0.594826786282933
46,60,0.15000000000000002,0.5945713469272411
48,60,0.15000000000000002,0.5942428872397365
50,60,0.15000000000000002,0.5938859575311641
10,70,0.15000000000000002,0.5744419875870708
12,70,0.15000000000000002,0.5800677164723325
14,70,0.15000000000000002,0.584180580071407
16,70,0.15000000000000002,0.5873589415900612
18,70,0.15000000000000002,0.5896033282509073
20,70,0.15000000000000002,0.5914944757614676
22,70,0.15000000000000002,0.5927785264338873
24,70,0.15000000000000002,0.5937262090796169
26,70,0.15000000000000002,0.5944374323837
28,70,0.15000000000000002,0.5950039330806882
30,70,0.15000000000000002,0.5953157852559033
32,70,0.15000000000000002,0.5955414365339964
34,70,0.15000000000000002,0.5956279010424246
36,70,0.15000000000000002,0.5956590071765542
38,70,0.15000000000000002,0.5956226288163009
40,70,0.15000000000000002,0.5954523359125063
42,70,0.15000000000000002,0.5953004958001447
44,70,0.15000000000000002,0.5951096412144679
46,70,0.15000000000000002,0.594803852099295
48,70,0.15000000000000002,0.5945716105385473
50,70,0.15000000000000002,0.5941991277629101
10,80,0.15000000000000002,0.5743771392057497
12,80,0.15000000000000002,0.5800026044797051
14,80,0.15000000000000002,0.5841750442339771
16,80,0.15000000000000002,0.5873396979647099
18,80,0.15000000000000002,0.5896365432754864
20,80,0.15000000000000002,0.5915329630121704
22,80,0.15000000000000002,0.5928449564830456
24,80,0.15000000000000002,0.593780776619997
26,80,0.15000000000000002,0.5945689744254855
28,80,0.15000000000000002,0.5951254578928389
30,80,0.15000000000000002,0.5954960953893328
32,80,0.15000000000000002,0.595707511656892
34,80,0.15000000000000002,0.5958332542499415
36,80,0.15000000000000002,0.5958691053875824
38,80,0.15000000000000002,0.595808211175854
40,80,0.15000000000000002,0.5957254372257125
42,80,0.15000000000000002,0.5955720154455136
44,80,0.15000000000000002,0.5953508455596257
46,80,0.15000000000000002,0.5950766898011949
48,80,0.15000000000000002,0.5948362762899556
50,80,0.15000000000000002,0.5945175702207798
10,90,0.15000000000000002,0.5743112363792038
12,90,0.15000000000000002,0.5799314294270356
14,90,0.15000000000000002,0.584136029760662
16,90,0.15000000000000002,0.587332844070749
18,90,0.15000000000000002,0.5896468241164277
20,90,0.15000000000000002,0.5915809402698958
22,90,0.15000000000000002,0.5929100684756728
24,90,0.15000000000000002,0.5938767311354477
26,90,0.15000000000000002,0.5947089520290689
28,90,0.15000000000000002,0.5952345929735988
30,90,0.15000000000000002,0.5956192018693205
32,90,0.15000000000000002,0.595835363140391
34,90,0.15000000000000002,0.5960549513584418
36,90,0.15000000000000002,0.5960900116621641
38,90,0.15000000000000002,0.5959972204823876
40,90,0.15000000000000002,0.5959745499100558
42,90,0.15000000000000002,0.5957734144834378
44,90,0.15000000000000002,0.5956318552120173
46,90,0.15000000000000002,0.5953735161319575
48,90,0.15000000000000002,0.5951278303945945
50,90,0.15000000000000002,0.594816769053298
10,100,0.15000000000000002,0.5741580782103112
12,100,0.15000000000000002,0.5798433832507702
14,100,0.15000000000000002,0.5840964880647345
16,100,0.15000000000000002,0.5872975201557205
18,100,0.15000000000000002,0.5896539416216946
20,100,0.15000000000000002,0.591599920283941
22,100,0.15000000000000002,0.5929862521431599
24,100,0.15000000000000002,0.5940040553963343
26,100,0.15000000000000002,0.5947911987565981
28,100,0.15000000000000002,0.5953605991779545
30,100,0.15000000000000002,0.5957383541797154
32,100,0.15000000000000002,0.5960330716200286
34,100,0.15000000000000002,0.5962326253788095
36,100,0.15000000000000002,0.5963069637671532
38,100,0.15000000000000002,0.5962400064953826
40,100,0.15000000000000002,0.5961640864392017
42,100,0.15000000000000002,0.596083948602122
44,100,0.15000000000000002,0.5958633059388464
46,100,0.15000000000000002,0.5956334368798544
48,100,0.15000000000000002,0.5954046222660871
50,100,0.15000000000000002,0.5951019964865885
10,110,0.15000000000000002,0.57398963058566
12,110,0.15000000000000002,0.5797403112300525
14,110,0.15000000000000002,0.584044029414804
16,110,0.15000000000000002,0.5872126373151294
18,110,0.15000000000000002,0.5896507782860204
20,110,0.15000000000000002,0.5915761952663845
22,110,0.15000000000000002,0.5930416105174584
24,110,0.15000000000000002,0.5940359523643826
26,110,0.15000000000000002,0.5948270498942392
28,110,0.15000000000000002,0.5954702614813269
30,110,0.15000000000000002,0.5958643603840711
32,110,0.15000000000000002,0.5961574961565471
34,110,0.15000000000000002,0.596364167420595
36,110,0.15000000000000002,0.5964685574978437
38,110,0.15000000000000002,0.5964727752787425
40,110,0.15000000000000002,0.5963847291024773
42,110,0.15000000000000002,0.5962969465375182
44,110,0.15000000000000002,0.5961179544606197
46,110,0.15000000000000002,0.5958677873310515
48,110,0.15000000000000002,0.5956310643780988
50,110,0.15000000000000002,0.5954262383931942
10,120,0.15000000000000002,0.5738327818584807
12,120,0.15000000000000002,0.5795773994428312
14,120,0.15000000000000002,0.5839538743480892
16,120,0.15000000000000002,0.5871633420008731
18,120,0.15000000000000002,0.5895896204629858
20,120,0.15000000000000002,0.5915532610827465
22,120,0.15000000000000002,0.5930431921852956
24,120,0.15000000000000002,0.5940652132193689
26,120,0.15000000000000002,0.5948744999293522
28,120,0.15000000000000002,0.5955598893254292
30,120,0.15000000000000002,0.5959827218605475
32,120,0.15000000000000002,0.5962943104244564
34,120,0.15000000000000002,0.596520752536468
36,120,0.15000000000000002,0.5966496584651917
38,120,0.15000000000000002,0.5966744379279729
40,120,0.15000000000000002,0.5966391140129443
42,120,0.15000000000000002,0.5964951822397682
44,120,0.15000000000000002,0.5963211987776871
46,120,0.15000000000000002,0.5960979200013496
48,120,0.15000000000000002,0.5958575064901104
50,120,0.15000000000000002,0.5956750874662314
10,130,0.15000000000000002,0.5736129300291237
12,130,0.15000000000000002,0.5794044704259748
14,130,0.15000000000000002,0.5838502751047592
16,130,0.15000000000000002,0.587084258609018
18,130,0.15000000000000002,0.5895600959966932
20,130,0.15000000000000002,0.5915334902347827
22,130,0.15000000000000002,0.5930429285739893
24,130,0.15000000000000002,0.5941015915796222
26,130,0.15000000000000002,0.5949878527910111
28,130,0.15000000000000002,0.595592577127396
30,130,0.15000000000000002,0.5960823669342848
32,130,0.15000000000000002,0.5964258524662419
34,130,0.15000000000000002,0.5966472859634361
36,130,0.15000000000000002,0.5968104613619636
38,130,0.15000000000000002,0.5968703011284673
40,130,0.15000000000000002,0.5968036074680029
42,130,0.15000000000000002,0.5967000082246727
44,130,0.15000000000000002,0.5965410506070441
46,130,0.15000000000000002,0.5964042363391349
48,130,0.15000000000000002,0.5961580233791596
50,130,0.15000000000000002,0.5959276270975552
10,140,0.15000000000000002,0.5734276112808768
12,140,0.15000000000000002,0.579238131691773
